date;animal quantity;grass quantity;average animal energy;average animal life span;average children quantity;
119;11;85;31.55;36.66;1.91;
120;11;85;31.45;36.66;1.91;
121;11;85;31.36;36.66;1.91;
122;11;86;31.27;36.66;1.91;
123;11;86;32.09;36.66;1.91;
124;11;84;34.73;36.66;1.91;
125;11;85;33.73;36.66;1.91;
126;11;85;34.55;36.66;1.91;
127;11;85;34.45;36.66;1.91;
128;11;86;33.45;36.66;1.91;
129;11;86;34.27;36.66;1.91;
130;11;87;34.18;36.66;1.91;
131;10;88;36.6;38.05;1.4;
132;10;88;36.6;38.05;1.4;
133;10;88;36.6;38.05;1.4;
134;10;88;36.6;38.05;1.4;
135;11;89;33.27;38.05;1.45;
136;12;87;32.08;38.05;1.5;
137;13;86;30.23;38.05;1.54;
138;14;87;27.93;38.05;1.57;
139;15;86;26.47;38.05;1.6;
140;15;84;28.13;38.05;1.6;
141;15;83;29.13;38.05;1.6;
142;15;83;29.47;38.05;1.6;
143;15;84;29.13;38.05;1.6;
144;15;86;28.13;38.05;1.6;
145;16;85;27.31;38.05;1.63;
146;16;85;27.56;38.05;1.63;
147;16;85;27.81;38.05;1.63;
148;16;86;27.44;38.05;1.63;
149;16;87;27.06;38.05;1.63;
150;16;86;27.31;38.05;1.63;
151;14;87;30.93;39.34;1.86;
152;14;88;30.64;39.34;1.86;
153;15;88;29.0;39.34;1.87;
154;15;90;28.13;39.79;1.93;
155;15;91;27.87;39.46;2.07;
156;16;91;26.5;39.46;2.06;
157;16;90;26.75;39.46;2.06;
158;16;88;27.63;39.46;2.06;
159;16;89;27.25;39.46;2.06;
160;15;87;30.73;39.23;2.13;
161;15;87;31.07;39.23;2.13;
162;15;89;30.07;39.23;2.13;
163;15;87;31.73;39.23;2.13;
164;15;89;30.73;39.23;2.13;
165;15;87;32.4;39.23;2.13;
166;15;85;34.07;39.23;2.13;
167;15;84;35.07;39.23;2.13;
168;15;84;35.4;39.23;2.13;
169;15;84;35.73;39.23;2.13;
170;15;85;35.4;39.23;2.13;
171;15;85;35.73;39.23;2.13;
172;15;85;36.07;39.23;2.13;
173;16;86;33.56;39.23;2.13;
174;17;87;31.24;39.23;2.12;
175;18;85;30.83;39.23;2.11;
176;19;83;30.37;39.23;2.11;
177;19;85;29.37;39.23;2.11;
178;19;85;29.42;39.23;2.11;
179;19;84;30.0;39.23;2.11;
180;19;85;29.53;39.23;2.11;
181;19;84;30.11;39.23;2.11;
182;19;82;31.21;39.23;2.11;
183;19;83;30.74;39.23;2.11;
184;19;83;30.79;39.23;2.11;
185;19;83;30.84;39.23;2.11;
186;19;83;30.89;39.23;2.11;
187;20;83;29.4;39.23;2.1;
188;21;84;27.57;39.23;2.1;
189;21;85;27.05;39.23;2.1;
190;21;85;27.0;39.23;2.1;
191;20;84;28.85;38.9;2.2;
192;20;83;29.35;38.9;2.2;
193;20;83;29.35;38.9;2.2;
194;20;84;28.85;38.9;2.2;
195;20;83;29.35;38.9;2.2;
196;20;79;31.35;38.9;2.2;
197;20;81;30.35;38.9;2.2;
198;20;79;31.35;38.9;2.2;
199;20;79;31.35;38.9;2.2;
200;21;79;29.9;38.9;2.19;
201;22;81;27.64;38.9;2.18;
202;22;82;27.09;38.9;2.18;
203;22;82;27.0;38.9;2.18;
204;22;83;26.45;38.9;2.18;
205;22;83;26.36;38.9;2.18;
206;22;84;25.82;38.9;2.18;
207;21;85;26.52;38.81;2.24;
208;21;85;26.48;38.81;2.24;
209;21;86;25.95;38.81;2.24;
210;21;87;25.43;38.81;2.24;
211;22;89;23.36;38.81;2.23;
212;22;88;23.73;38.81;2.23;
213;22;88;23.64;38.81;2.23;
214;22;85;24.91;38.81;2.23;
215;22;86;24.36;38.81;2.23;
216;21;87;25.0;40.02;2.24;
217;21;88;24.48;40.02;2.24;
218;20;88;25.7;41.24;1.9;
219;18;88;28.67;44.07;1.72;
220;18;88;28.78;44.07;1.72;
221;18;90;27.78;44.07;1.72;
222;17;90;29.59;44.37;1.71;
223;17;91;29.18;44.37;1.71;
224;17;91;29.35;44.37;1.71;
225;17;92;28.35;44.37;1.71;
226;17;92;28.53;44.37;1.71;
227;17;91;29.29;44.37;1.71;
228;16;92;30.75;44.49;1.81;
229;16;91;31.0;44.49;1.81;
230;16;92;30.06;44.85;1.94;
231;14;92;34.79;44.54;2.21;
232;14;91;35.93;44.54;2.21;
233;12;93;40.92;46.71;1.5;
234;12;94;40.75;46.71;1.5;
235;12;95;40.58;46.71;1.5;
236;12;95;41.25;46.71;1.5;
237;12;96;40.25;46.71;1.5;
238;12;93;42.58;46.71;1.5;
239;12;93;42.42;46.71;1.5;
240;12;94;41.42;46.71;1.5;
241;11;94;45.09;47.16;1.64;
242;11;93;45.91;47.16;1.64;
243;12;93;42.0;47.16;1.67;
244;12;93;41.83;47.16;1.67;
245;12;93;41.67;47.16;1.67;
246;12;94;40.67;47.16;1.67;
247;12;96;39.67;47.16;1.67;
248;12;95;40.33;47.16;1.67;
249;12;95;41.0;47.16;1.67;
250;12;96;40.0;47.16;1.67;
251;12;97;39.0;47.16;1.67;
252;12;96;40.5;47.16;1.67;
253;12;95;41.17;47.16;1.67;
254;12;94;41.83;47.16;1.67;
255;12;92;43.33;47.16;1.67;
256;12;92;44.0;47.16;1.67;
257;12;93;43.83;47.16;1.67;
258;12;93;43.67;47.16;1.67;
259;12;93;43.5;47.16;1.67;
260;12;91;45.0;47.16;1.67;
261;12;92;44.83;47.16;1.67;
262;12;92;45.5;47.16;1.67;
263;12;92;46.17;47.16;1.67;
264;12;91;46.83;47.16;1.67;
265;11;92;51.0;47.99;1.64;
266;10;91;58.1;49.87;1.6;
267;10;93;57.1;49.87;1.6;
268;11;93;52.82;49.87;1.64;
269;12;92;49.17;49.87;1.67;
270;13;92;46.0;49.87;1.69;
271;14;92;43.21;49.87;1.71;
272;14;93;42.21;49.87;1.71;
273;14;92;42.64;49.87;1.71;
274;15;94;38.87;49.87;1.73;
275;16;94;36.13;49.87;1.75;
276;17;93;34.29;49.87;1.76;
277;18;94;31.5;49.87;1.78;
278;18;94;31.06;49.87;1.78;
279;18;94;31.17;49.87;1.78;
280;18;93;31.83;49.87;1.78;
281;18;90;33.61;49.87;1.78;
282;19;88;33.05;49.87;1.79;
283;19;89;32.58;49.87;1.79;
284;19;90;32.11;49.87;1.79;
285;19;88;33.21;49.87;1.79;
286;19;86;34.32;49.87;1.79;
287;20;85;33.15;49.87;1.8;
288;20;85;33.15;49.87;1.8;
289;20;84;33.7;50.6;1.8;
290;20;86;32.7;50.6;1.8;
291;20;88;31.7;50.6;1.8;
292;19;90;32.37;50.31;1.79;
293;19;91;31.89;50.31;1.79;
294;19;88;33.53;50.31;1.79;
295;19;90;32.53;50.31;1.79;
296;19;91;32.05;50.31;1.79;
297;19;90;32.63;50.31;1.79;
298;18;89;35.11;49.94;1.89;
299;18;88;35.78;49.94;1.89;
300;17;90;36.88;51.76;1.88;
301;17;88;38.24;51.76;1.88;
302;17;89;37.82;51.76;1.88;
303;17;91;36.82;51.76;1.88;
304;17;91;37.0;51.76;1.88;
305;18;92;34.61;51.76;1.89;
306;16;93;38.56;52.65;1.75;
307;16;95;37.56;52.65;1.75;
308;17;95;35.59;52.65;1.76;
309;16;95;38.06;52.52;1.81;
310;16;93;39.56;52.52;1.81;
311;16;92;40.44;52.52;1.81;
312;16;93;40.06;52.52;1.81;
313;16;95;39.06;52.52;1.81;
314;15;95;42.0;52.39;1.53;
315;16;96;39.06;52.39;1.56;
316;17;98;35.82;52.39;1.59;
317;17;98;36.0;52.39;1.59;
318;17;98;36.18;52.39;1.59;
319;17;97;36.94;52.39;1.59;
320;17;98;36.53;52.39;1.59;
321;17;98;36.71;52.39;1.59;
322;17;98;36.88;52.39;1.59;
323;17;95;38.82;52.39;1.59;
324;17;96;38.41;52.39;1.59;
325;17;97;37.41;52.39;1.59;
326;16;96;40.63;52.37;1.69;
327;16;95;41.5;52.37;1.69;
328;17;95;39.29;52.37;1.71;
329;18;94;37.83;52.37;1.72;
330;18;94;37.94;52.37;1.72;
331;18;92;39.17;52.37;1.72;
332;18;92;39.28;52.37;1.72;
333;18;92;39.44;52.01;1.83;
334;19;92;37.53;52.01;1.84;
335;20;90;36.7;52.01;1.85;
336;21;91;34.0;52.01;1.86;
337;23;92;30.17;52.01;1.87;
338;22;87;33.73;51.72;1.95;
339;22;86;34.09;51.72;1.95;
340;22;87;33.09;51.72;1.95;
341;22;87;33.0;51.72;1.95;
342;23;87;31.48;51.72;1.96;
343;25;88;28.44;51.72;1.96;
344;25;86;29.04;51.72;1.96;
345;25;82;30.44;51.72;1.96;
346;27;83;27.67;51.72;1.96;
347;29;84;25.17;51.72;1.97;
348;29;82;25.55;51.72;1.97;
349;29;83;24.9;51.72;1.97;
350;29;79;25.97;51.72;1.97;
351;29;78;26.0;51.72;1.97;
352;28;77;27.0;51.39;2.04;
353;28;76;27.07;51.39;2.04;
354;28;76;26.82;51.05;2.11;
355;30;76;24.77;51.05;2.1;
356;30;75;24.77;51.05;2.1;
357;30;76;24.1;51.05;2.1;
358;30;77;23.43;51.05;2.1;
359;30;74;24.1;51.05;2.1;
360;31;73;23.32;51.05;2.1;
361;32;72;22.56;51.05;2.09;
362;31;68;24.23;50.7;2.16;
363;31;68;23.87;50.7;2.16;
364;31;70;22.87;50.7;2.16;
365;31;72;21.94;50.39;2.23;
366;31;73;21.26;50.39;2.23;
367;31;71;21.55;50.39;2.23;
368;31;68;22.16;50.39;2.23;
369;31;69;21.48;50.39;2.23;
370;32;65;21.75;50.39;2.22;
371;31;65;22.1;50.06;2.29;
372;30;64;22.83;49.92;2.3;
373;29;64;23.31;50.35;2.31;
374;30;63;22.57;50.35;2.3;
375;30;63;22.23;50.35;2.3;
376;30;61;22.57;50.35;2.3;
377;31;62;21.19;50.35;2.29;
378;31;62;20.84;50.35;2.29;
379;30;60;21.87;50.23;2.27;
380;30;60;21.53;50.23;2.27;
381;30;58;21.87;50.23;2.27;
382;30;55;22.53;50.23;2.27;
383;30;56;21.87;50.23;2.27;
384;30;55;21.87;50.23;2.27;
385;30;54;21.87;50.23;2.27;
386;28;54;23.14;50.34;2.43;
387;27;56;23.0;50.35;2.44;
388;26;56;23.65;51.58;2.5;
389;26;57;23.04;51.58;2.5;
390;25;58;23.36;53.38;2.36;
391;25;58;23.2;53.93;2.28;
392;23;57;25.52;53.7;2.48;
393;23;56;25.83;53.7;2.48;
394;23;57;25.26;53.7;2.48;
395;23;56;25.57;53.7;2.48;
396;22;56;26.64;53.46;2.59;
397;22;54;27.45;53.46;2.59;
398;23;55;25.74;53.46;2.57;
399;23;53;26.48;53.46;2.57;
400;23;51;27.3;53.95;2.48;
401;24;53;25.21;53.95;2.46;
402;24;54;24.63;53.95;2.46;
403;24;54;24.46;53.95;2.46;
404;24;54;24.29;53.95;2.46;
405;24;56;23.29;53.95;2.46;
406;24;52;24.79;53.95;2.46;
407;23;54;24.87;53.88;2.57;
408;23;55;24.3;53.88;2.57;
409;23;55;24.17;53.88;2.57;
410;23;55;24.04;53.88;2.57;
411;22;56;24.59;55.18;2.5;
412;21;57;25.24;54.9;2.62;
413;21;56;25.67;54.9;2.62;
414;21;56;25.62;54.9;2.62;
415;21;57;25.1;54.9;2.62;
416;21;55;26.0;54.9;2.62;
417;21;57;25.0;54.9;2.62;
418;20;59;25.25;54.59;2.75;
419;20;59;25.25;54.59;2.75;
420;20;59;25.25;54.59;2.75;
421;20;60;24.75;54.59;2.75;
422;20;60;24.75;54.59;2.75;
423;20;60;24.75;54.59;2.75;
424;20;60;24.75;54.59;2.75;
425;20;60;24.75;54.59;2.75;
426;20;59;25.25;54.59;2.75;
427;19;59;26.63;54.95;2.68;
428;19;61;25.63;54.95;2.68;
429;19;61;25.68;54.95;2.68;
430;19;62;25.21;54.95;2.68;
431;19;62;25.26;54.95;2.68;
432;19;63;24.79;54.95;2.68;
433;18;65;25.17;54.77;2.83;
434;17;66;26.24;55.51;2.71;
435;17;67;25.82;55.51;2.71;
436;14;69;30.36;56.21;3.0;
437;14;70;30.07;56.21;3.0;
438;13;71;31.38;56.27;3.23;
439;12;71;33.83;56.63;3.5;
440;12;71;34.5;56.63;3.5;
441;12;71;34.33;56.63;3.5;
442;11;71;37.36;57.82;3.09;
443;11;71;37.27;57.82;3.09;
444;11;72;36.27;57.82;3.09;
445;12;71;34.08;57.82;3.0;
446;12;72;33.92;57.82;3.0;
447;12;73;33.75;57.82;3.0;
448;12;73;33.58;57.82;3.0;
449;12;73;33.42;57.82;3.0;
450;11;73;36.36;58.17;3.0;
451;10;73;41.0;58.81;3.2;
452;9;75;44.56;59.26;3.33;
453;9;75;45.78;59.26;3.33;
454;9;76;45.89;59.26;3.33;
455;9;75;47.11;59.26;3.33;
456;9;75;48.33;59.26;3.33;
457;10;76;43.6;59.26;3.2;
458;11;78;38.73;59.26;3.09;
459;11;79;37.73;59.26;3.09;
460;11;79;38.55;59.26;3.09;
461;11;78;40.27;59.26;3.09;
462;11;79;40.18;59.26;3.09;
463;11;79;40.09;59.26;3.09;
464;11;79;40.91;59.26;3.09;
465;11;77;43.55;59.26;3.09;
466;12;77;40.67;59.26;3.0;
467;12;78;40.5;59.26;3.0;
468;12;78;41.17;59.26;3.0;
469;12;80;40.17;59.26;3.0;
470;12;79;41.67;59.26;3.0;
471;12;80;41.5;59.26;3.0;
472;12;79;43.0;59.26;3.0;
473;13;81;38.77;59.26;2.92;
474;14;83;35.07;59.26;2.86;
475;14;83;35.5;59.26;2.86;
476;14;83;35.93;59.26;2.86;
477;14;83;36.36;59.26;2.86;
478;15;83;34.4;59.26;2.8;
479;15;83;34.73;59.26;2.8;
480;16;84;32.25;59.26;2.75;
481;15;84;34.73;60.38;2.73;
482;15;85;34.4;60.38;2.73;
483;15;82;36.73;60.38;2.73;
484;15;80;38.4;60.38;2.73;
485;16;82;35.06;60.38;2.69;
486;17;82;33.24;60.38;2.65;
487;17;82;33.41;60.38;2.65;
488;17;83;33.0;60.38;2.65;
489;17;82;33.76;60.38;2.65;
490;17;82;33.94;60.38;2.65;
491;17;83;33.53;60.38;2.65;
492;17;83;33.71;60.38;2.65;
493;17;82;34.47;60.38;2.65;
494;16;80;38.13;60.2;2.81;
495;17;80;36.12;60.2;2.76;
496;17;80;36.29;60.2;2.76;
497;17;82;35.29;60.2;2.76;
498;17;81;36.06;60.2;2.76;
499;17;80;36.82;60.2;2.76;
500;17;81;36.41;60.2;2.76;
501;17;81;36.59;60.2;2.76;
502;17;80;37.35;60.2;2.76;
503;17;80;37.53;60.2;2.76;
504;17;80;37.71;60.2;2.76;
505;17;82;36.71;60.2;2.76;
506;17;81;37.47;60.2;2.76;
507;17;83;36.47;60.2;2.76;
508;17;85;35.47;60.2;2.76;
509;17;84;36.24;60.2;2.76;
510;17;84;36.41;60.2;2.76;
511;17;84;36.59;60.2;2.76;
512;17;83;37.35;60.2;2.76;
513;17;83;37.53;60.2;2.76;
514;17;81;38.29;60.2;2.76;
515;17;82;37.88;60.2;2.76;
516;17;81;38.06;60.2;2.76;
517;18;82;35.0;60.2;2.72;
518;18;82;34.56;60.2;2.72;
519;18;80;35.22;60.2;2.72;
520;18;80;34.78;60.2;2.72;
521;18;78;35.44;60.2;2.72;
522;18;79;35.0;60.2;2.72;
523;18;78;35.11;60.2;2.72;
524;18;79;34.67;60.2;2.72;
525;18;81;33.67;60.2;2.72;
526;18;81;33.78;60.2;2.72;
527;17;79;37.12;60.12;2.88;
528;17;80;36.12;60.12;2.88;
529;17;80;35.71;60.12;2.88;
530;17;80;35.88;60.12;2.88;
531;17;80;36.06;60.12;2.88;
532;17;80;35.65;60.12;2.88;
533;17;79;35.82;60.12;2.88;
534;16;80;37.06;60.18;3.06;
535;16;79;37.31;60.18;3.06;
536;16;80;36.94;60.18;3.06;
537;17;80;34.47;60.18;3.0;
538;17;78;35.24;60.18;3.0;
539;17;77;36.0;60.18;3.0;
540;16;78;37.25;60.14;3.13;
541;17;78;35.29;60.14;3.06;
542;18;77;33.56;60.14;3.0;
543;18;76;34.22;60.14;3.0;
544;18;74;35.44;60.14;3.0;
545;18;74;35.56;60.14;3.0;
546;18;73;36.22;60.14;3.0;
547;18;74;35.78;60.14;3.0;
548;17;76;36.88;60.25;3.18;
549;17;77;36.47;60.25;3.18;
550;17;76;36.65;60.25;3.18;
551;17;76;36.82;60.25;3.18;
552;18;77;34.44;60.25;3.11;
553;19;79;31.68;60.25;3.05;
554;19;81;30.68;60.25;3.05;
555;19;81;30.21;60.25;3.05;
556;18;80;32.0;59.92;3.22;
557;18;77;33.78;59.92;3.22;
558;17;76;36.53;60.21;3.35;
559;16;77;38.44;60.31;3.5;
560;16;77;38.69;60.31;3.5;
561;17;77;36.71;60.31;3.41;
562;18;77;34.89;60.31;3.33;
563;17;75;37.71;60.04;3.47;
564;16;73;41.56;59.81;3.56;
565;16;73;41.81;59.81;3.56;
566;16;72;42.69;59.81;3.56;
567;16;71;43.56;59.81;3.56;
568;16;72;43.19;59.81;3.56;
569;16;73;42.19;59.81;3.56;
570;16;70;43.69;59.81;3.56;
571;16;69;44.56;59.81;3.56;
572;16;68;45.5;60.07;3.63;
573;17;68;43.12;60.07;3.53;
574;17;66;44.47;60.07;3.53;
575;17;68;43.47;60.07;3.53;
576;17;68;43.65;60.07;3.53;
577;17;69;43.24;60.07;3.53;
578;17;70;42.82;60.07;3.53;
579;17;70;43.0;60.07;3.53;
580;17;69;43.76;60.07;3.53;
581;17;69;43.94;60.07;3.53;
582;18;67;42.78;60.07;3.44;
583;19;67;40.63;60.07;3.37;
584;18;68;42.44;60.27;3.56;
585;18;69;42.0;60.27;3.56;
586;18;69;42.11;60.27;3.56;
587;18;69;42.22;60.27;3.56;
588;18;69;42.33;60.27;3.56;
589;18;70;41.89;60.27;3.56;
590;18;71;41.44;60.27;3.56;
591;18;69;42.67;60.27;3.56;
592;19;69;40.58;60.27;3.47;
593;20;67;39.1;60.27;3.4;
594;20;67;38.6;60.27;3.4;
595;21;68;36.33;60.27;3.33;
596;24;66;32.63;60.27;3.17;
597;24;66;32.5;60.02;3.25;
598;23;65;34.22;61.18;3.22;
599;23;63;34.96;61.18;3.22;
600;23;64;34.39;61.18;3.22;
601;23;63;34.7;61.18;3.22;
602;23;64;34.13;61.18;3.22;
603;23;64;34.0;61.18;3.22;
604;24;64;32.46;61.18;3.17;
605;25;64;31.04;61.18;3.12;
606;26;65;29.27;61.18;3.08;
607;27;66;27.59;61.18;3.04;
608;28;65;26.36;61.18;3.0;
609;28;64;26.43;61.18;3.0;
610;29;63;25.59;61.18;2.97;
611;30;63;24.47;61.18;2.93;
612;29;64;24.66;60.91;3.03;
613;29;64;24.34;60.91;3.03;
614;29;66;23.41;60.63;3.1;
615;28;67;23.25;60.59;3.18;
616;28;64;24.04;60.59;3.18;
617;27;65;24.3;60.33;3.26;
618;27;64;24.41;60.33;3.26;
619;27;61;25.26;60.33;3.26;
620;26;63;25.23;60.31;3.31;
621;26;65;24.23;60.31;3.31;
622;26;66;23.65;60.18;3.31;
623;26;66;23.42;60.18;3.31;
624;27;68;21.63;60.18;3.26;
625;26;68;22.23;60.26;3.27;
626;27;68;21.22;60.26;3.22;
627;27;68;20.96;60.26;3.22;
628;25;68;22.44;59.69;3.48;
629;25;67;22.64;59.69;3.48;
630;24;65;24.25;59.48;3.54;
631;24;65;24.08;59.48;3.54;
632;24;63;24.75;59.48;3.54;
633;21;64;27.76;61.44;3.14;
634;21;63;28.19;61.44;3.14;
635;19;63;31.21;61.19;3.32;
636;18;63;33.06;60.98;3.5;
637;18;64;32.61;60.98;3.5;
638;19;63;31.53;60.98;3.42;
639;19;63;31.68;60.95;3.53;
640;19;63;31.84;60.79;3.58;
641;19;63;31.95;60.69;3.68;
642;20;64;29.9;60.69;3.6;
643;20;62;30.9;60.69;3.6;
644;20;63;30.4;60.69;3.6;
645;20;64;29.9;60.69;3.6;
646;20;66;29.0;61.09;3.7;
647;20;67;28.5;61.09;3.7;
648;20;67;28.6;60.97;3.65;
649;19;64;31.21;62.33;3.26;
650;19;61;32.32;62.33;3.26;
651;19;62;31.84;62.33;3.26;
652;19;60;32.95;62.33;3.26;
653;19;57;34.58;62.33;3.26;
654;19;56;35.16;62.33;3.26;
655;19;56;35.21;62.33;3.26;
656;19;56;35.26;62.33;3.26;
657;19;57;34.26;62.33;3.26;
658;19;55;35.37;62.33;3.26;
659;20;57;32.65;62.33;3.2;
660;20;53;34.65;62.33;3.2;
661;20;50;36.15;62.33;3.2;
662;20;51;35.65;62.33;3.2;
663;20;51;35.65;62.33;3.2;
664;20;53;34.65;62.33;3.2;
665;21;55;32.05;62.33;3.14;
666;21;56;31.52;62.33;3.14;
667;21;57;31.0;62.33;3.14;
668;20;55;33.55;62.12;3.3;
669;20;56;33.05;62.12;3.3;
670;20;57;32.55;62.12;3.3;
671;21;56;31.52;62.12;3.24;
672;21;55;32.05;61.93;3.33;
673;20;53;34.65;61.72;3.5;
674;20;54;34.15;61.72;3.5;
675;19;55;35.47;65.22;3.11;
676;19;55;35.53;65.22;3.11;
677;19;54;36.11;65.22;3.11;
678;19;54;36.16;65.22;3.11;
679;19;55;35.68;65.22;3.11;
680;19;56;35.21;65.22;3.11;
681;19;57;34.74;65.22;3.11;
682;19;57;34.79;65.22;3.11;
683;19;59;33.79;65.22;3.11;
684;19;61;32.79;65.22;3.11;
685;19;61;32.84;65.22;3.11;
686;19;62;32.47;65.0;3.21;
687;20;61;31.45;65.0;3.15;
688;19;59;34.21;64.87;3.26;
689;19;59;34.26;64.87;3.26;
690;19;61;33.26;64.87;3.26;
691;18;62;34.67;65.89;3.11;
692;17;62;36.88;65.63;3.29;
693;17;60;38.24;65.63;3.29;
694;17;61;37.82;65.63;3.29;
695;17;60;38.59;65.63;3.29;
696;17;61;38.18;65.63;3.29;
697;17;62;37.76;65.63;3.29;
698;17;63;37.35;65.63;3.29;
699;19;65;32.58;65.63;3.16;
700;19;66;32.11;65.63;3.16;
701;20;67;30.05;65.63;3.1;
702;21;66;29.1;65.63;3.05;
703;20;68;29.55;65.35;3.2;
704;20;66;30.05;65.35;3.2;
705;20;64;31.05;65.35;3.2;
706;20;63;31.55;65.35;3.2;
707;19;62;33.79;65.19;3.37;
708;19;63;33.32;65.19;3.37;
709;19;64;32.89;65.22;3.32;
710;19;63;33.47;65.22;3.32;
711;19;63;33.53;65.22;3.32;
712;19;64;33.05;65.22;3.32;
713;20;63;32.0;65.22;3.25;
714;21;58;32.9;65.22;3.19;
715;22;59;30.91;65.22;3.14;
716;22;56;32.18;65.22;3.14;
717;24;55;29.92;65.22;3.04;
718;24;54;30.17;65.22;3.04;
719;24;54;30.0;65.22;3.04;
720;24;56;29.0;65.22;3.04;
721;24;54;29.67;65.22;3.04;
722;23;54;30.83;65.68;2.91;
723;24;55;29.04;65.68;2.88;
724;24;54;29.29;65.68;2.88;
725;25;54;28.0;65.68;2.84;
726;26;52;27.54;65.68;2.81;
727;27;53;25.93;65.68;2.78;
728;27;54;25.3;65.68;2.78;
729;27;55;24.67;65.68;2.78;
730;27;56;24.04;65.68;2.78;
731;27;56;23.78;65.68;2.78;
732;27;55;23.89;65.68;2.78;
