date;animal quantity;grass quantity;average animal energy;average animal life span;average children quantity;
733;26;56;24.19;66.07;2.85;
734;24;56;26.04;65.64;3.08;
735;24;57;25.46;65.64;3.08;
736;23;58;26.0;65.39;3.22;
737;23;59;25.43;65.39;3.22;
738;23;59;25.39;67.14;2.91;
739;23;60;24.83;67.14;2.91;
740;23;62;23.83;67.14;2.91;
741;23;60;24.57;67.14;2.91;
742;23;60;24.43;67.14;2.91;
743;23;60;24.3;67.14;2.91;
744;22;58;26.23;66.9;3.05;
745;22;59;25.68;66.9;3.05;
746;22;61;24.68;66.9;3.05;
747;21;63;24.86;66.8;3.1;
748;21;64;24.33;66.8;3.1;
749;21;63;24.76;66.8;3.1;
750;20;64;25.5;67.2;3.15;
751;19;66;25.84;67.52;3.16;
752;19;67;25.42;67.24;3.26;
753;18;69;25.83;67.03;3.44;
754;17;69;27.53;66.92;3.65;
755;17;69;27.71;66.92;3.65;
756;17;70;27.29;66.92;3.65;
757;17;71;26.88;66.92;3.65;
758;16;72;28.19;66.75;3.81;
759;16;73;27.81;66.75;3.81;
760;15;74;29.33;66.71;3.8;
761;15;73;30.33;66.71;3.8;
762;16;73;28.75;66.71;3.69;
763;17;73;27.35;66.71;3.59;
764;18;74;25.5;66.71;3.5;
765;18;75;25.06;66.71;3.5;
766;18;73;26.28;66.71;3.5;
767;18;75;25.28;66.71;3.5;
768;18;75;25.39;66.71;3.5;
769;17;75;27.06;66.65;3.59;
770;17;74;27.82;66.65;3.59;
771;18;75;25.89;66.65;3.5;
772;18;76;25.44;66.65;3.5;
773;18;75;25.56;66.65;3.5;
774;18;76;24.56;66.65;3.5;
775;18;76;24.11;66.65;3.5;
776;18;75;24.22;66.65;3.5;
777;18;76;23.22;66.65;3.5;
778;18;76;22.78;66.65;3.5;
779;18;77;22.33;66.65;3.5;
780;18;76;23.0;66.65;3.5;
781;16;77;24.88;66.79;3.75;
782;16;77;24.5;66.79;3.75;
783;16;75;26.0;66.79;3.75;
784;15;74;28.07;66.56;4.0;
785;15;74;28.4;66.56;4.0;
786;15;72;29.4;66.56;4.0;
787;15;73;29.2;66.31;4.13;
788;16;70;29.56;66.31;4.0;
789;16;71;29.19;66.31;4.0;
790;16;69;30.69;66.31;4.0;
791;16;71;29.69;66.31;4.0;
792;16;69;31.19;66.31;4.0;
793;16;66;33.31;66.31;4.0;
794;16;67;32.94;66.31;4.0;
795;16;66;33.81;66.31;4.0;
796;16;67;33.44;66.31;4.0;
797;16;68;33.06;66.31;4.0;
798;16;68;33.31;66.31;4.0;
799;16;68;33.56;66.31;4.0;
800;16;69;33.19;66.31;4.0;
801;16;70;32.81;66.31;4.0;
802;16;71;32.44;66.31;4.0;
803;15;69;36.27;66.19;4.2;
804;15;68;37.27;66.19;4.2;
805;15;69;36.93;66.19;4.2;
806;15;70;36.6;66.19;4.2;
807;15;69;37.6;66.19;4.2;
808;15;71;36.6;66.19;4.2;
809;14;72;38.93;65.97;4.5;
810;14;74;37.93;65.97;4.5;
811;14;76;36.93;65.97;4.5;
812;14;75;38.07;65.97;4.5;
813;14;75;38.5;65.97;4.5;
814;14;76;38.21;65.97;4.5;
815;13;75;41.69;66.58;4.62;
816;13;73;43.77;66.58;4.62;
817;13;74;43.54;66.58;4.62;
818;13;76;42.54;66.58;4.62;
819;13;76;43.08;66.58;4.62;
820;13;76;43.62;66.58;4.62;
821;13;75;44.92;66.58;4.62;
822;13;75;45.46;66.58;4.62;
823;13;75;46.0;66.58;4.62;
824;13;75;45.77;66.58;4.62;
825;13;75;45.54;66.58;4.62;
826;13;76;45.31;66.58;4.62;
827;13;75;45.85;66.58;4.62;
828;12;76;49.5;67.05;4.83;
829;12;77;49.33;67.05;4.83;
830;12;77;50.0;67.05;4.83;
831;12;77;50.67;67.05;4.83;
832;12;79;49.67;67.05;4.83;
833;12;77;52.0;67.05;4.83;
834;12;77;52.67;67.05;4.83;
835;12;78;52.5;67.05;4.83;
836;12;77;54.0;67.05;4.83;
837;12;75;56.33;67.05;4.83;
838;12;76;56.17;67.05;4.83;
839;12;75;57.67;67.05;4.83;
840;12;73;60.0;67.05;4.83;
841;12;72;61.5;67.05;4.83;
842;12;73;61.33;67.05;4.83;
843;12;75;60.33;67.05;4.83;
844;12;76;60.17;67.05;4.83;
845;12;78;59.17;67.05;4.83;
846;12;78;59.83;67.05;4.83;
847;12;78;60.5;67.05;4.83;
848;12;76;62.83;67.05;4.83;
849;12;78;61.83;67.05;4.83;
850;12;80;60.83;67.05;4.83;
851;12;82;59.83;67.05;4.83;
852;12;81;61.33;67.05;4.83;
853;13;81;57.31;67.05;4.62;
854;13;83;56.31;67.05;4.62;
855;14;83;52.86;67.05;4.43;
856;14;82;54.0;67.05;4.43;
857;14;83;53.71;67.05;4.43;
858;14;84;53.43;67.05;4.43;
859;14;85;53.14;67.05;4.43;
860;14;84;54.29;67.05;4.43;
861;14;84;54.71;67.05;4.43;
862;14;85;54.43;67.05;4.43;
863;15;86;50.53;67.05;4.27;
864;16;85;48.38;67.05;4.13;
865;17;84;46.35;67.05;4.0;
866;18;85;43.44;67.05;3.89;
867;19;85;41.26;67.05;3.79;
868;19;86;40.79;67.05;3.79;
869;19;87;40.32;67.05;3.79;
870;19;87;40.37;67.05;3.79;
871;18;87;42.72;66.8;4.0;
872;18;88;41.72;66.8;4.0;
873;18;88;41.83;66.8;4.0;
874;18;88;41.94;66.8;4.0;
875;18;89;41.5;66.8;4.0;
876;17;91;42.94;67.32;4.06;
877;18;91;40.17;67.32;3.94;
878;19;92;37.68;67.32;3.84;
879;20;91;36.35;67.32;3.75;
880;21;92;33.67;67.32;3.67;
881;21;90;34.1;67.32;3.67;
882;21;90;34.05;67.32;3.67;
883;20;87;37.25;67.07;3.85;
884;20;88;36.75;67.07;3.85;
885;20;89;36.35;66.9;3.95;
886;20;87;37.35;66.9;3.95;
887;20;87;37.35;66.9;3.95;
888;19;87;39.37;66.69;4.11;
889;19;86;39.95;66.69;4.11;
890;19;85;40.53;66.69;4.11;
891;19;85;40.58;66.69;4.11;
892;17;83;46.71;67.38;4.0;
893;17;83;46.88;67.38;4.0;
894;18;85;43.39;67.38;3.89;
895;19;83;42.32;67.38;3.79;
896;21;83;38.33;67.38;3.62;
897;22;84;36.14;67.38;3.55;
898;23;83;34.96;67.21;3.57;
899;24;82;33.79;67.21;3.5;
900;25;82;32.28;67.21;3.44;
901;27;82;29.78;67.21;3.33;
902;28;82;28.46;67.21;3.29;
903;27;81;29.63;67.08;3.33;
904;27;79;30.11;67.08;3.33;
905;27;77;30.59;67.08;3.33;
906;27;76;30.74;67.43;3.19;
907;26;75;32.08;67.32;3.23;
908;27;75;30.7;67.32;3.19;
909;27;75;30.44;67.32;3.19;
910;27;74;30.56;67.32;3.19;
911;27;74;30.3;67.32;3.19;
912;27;72;30.78;67.32;3.19;
913;26;73;31.35;67.08;3.31;
914;26;74;30.73;67.08;3.31;
915;26;72;31.27;67.08;3.31;
916;26;70;31.85;66.85;3.38;
917;27;69;30.81;66.85;3.33;
918;29;71;27.76;66.85;3.24;
919;29;69;28.14;66.85;3.24;
920;29;68;28.17;66.85;3.24;
921;29;68;27.86;66.85;3.24;
922;28;67;28.93;66.66;3.32;
923;27;64;30.85;68.73;2.89;
924;27;63;30.96;68.73;2.89;
925;27;63;30.7;68.73;2.89;
926;28;63;29.36;68.73;2.86;
927;28;62;29.43;68.73;2.86;
928;29;62;28.14;68.73;2.83;
929;29;63;27.48;68.73;2.83;
930;28;61;28.89;70.45;2.39;
931;29;60;27.97;70.45;2.38;
932;29;61;27.31;70.45;2.38;
933;29;58;28.03;70.45;2.38;
934;29;58;27.72;70.45;2.38;
935;29;56;28.1;70.45;2.38;
936;29;55;28.14;70.45;2.38;
937;29;55;27.83;70.45;2.38;
938;29;56;27.17;70.45;2.38;
939;29;56;26.86;70.45;2.38;
940;30;57;25.33;70.45;2.37;
941;30;57;25.0;70.45;2.37;
942;29;56;25.9;70.25;2.45;
943;29;55;26.0;70.13;2.52;
944;29;55;25.76;71.17;2.24;
945;32;54;23.41;71.17;2.22;
946;33;53;22.67;70.93;2.27;
947;32;53;23.03;70.6;2.38;
948;33;52;22.3;70.6;2.36;
949;33;52;21.91;70.6;2.36;
950;32;52;22.22;70.44;2.44;
951;32;54;21.22;70.44;2.44;
952;32;53;21.16;70.44;2.44;
953;30;52;22.57;71.12;2.37;
954;30;50;22.9;71.12;2.37;
955;30;50;22.57;71.12;2.37;
956;30;51;21.9;71.12;2.37;
957;31;52;20.55;71.12;2.35;
958;31;50;20.84;71.12;2.35;
959;31;50;20.52;71.06;2.42;
960;30;51;20.53;70.82;2.5;
961;30;50;20.53;70.82;2.5;
962;29;49;21.28;70.58;2.59;
963;28;48;22.11;70.57;2.5;
964;28;47;22.18;70.57;2.5;
965;29;47;21.14;70.57;2.48;
966;29;47;20.83;70.57;2.48;
967;30;49;19.17;70.57;2.47;
968;30;49;18.83;70.57;2.47;
969;29;48;19.52;70.43;2.55;
970;26;46;22.31;69.85;2.81;
971;27;47;20.89;69.85;2.78;
972;27;44;21.74;69.85;2.78;
973;27;45;21.11;69.85;2.78;
974;27;45;20.85;69.85;2.78;
975;27;46;20.22;69.85;2.78;
976;26;47;20.38;69.87;2.73;
977;26;47;20.15;69.87;2.73;
978;26;48;19.54;69.87;2.73;
979;26;49;18.92;69.87;2.73;
980;26;48;19.08;69.87;2.73;
981;25;49;19.24;69.98;2.72;
982;24;50;19.46;70.64;2.75;
983;23;51;19.74;70.71;2.74;
984;21;51;21.57;70.37;3.0;
985;21;51;21.52;70.37;3.0;
986;19;53;22.79;71.32;3.21;
987;18;52;24.72;72.08;2.94;
988;18;52;24.83;72.08;2.94;
989;17;53;25.88;72.16;2.94;
990;17;55;24.94;72.32;2.71;
991;16;57;25.5;72.13;2.88;
992;16;56;25.75;72.13;2.88;
993;16;56;26.0;72.13;2.88;
994;16;55;26.88;72.13;2.88;
995;16;56;25.88;72.13;2.88;
996;16;56;26.13;72.13;2.88;
997;16;57;25.75;72.13;2.88;
998;15;57;27.13;72.05;2.93;
999;16;57;25.81;72.05;2.88;
1000;16;59;24.81;72.05;2.88;
1001;16;60;24.44;72.05;2.88;
1002;16;61;24.06;72.05;2.88;
1003;16;62;23.06;72.05;2.88;
1004;15;63;24.27;72.11;3.07;
1005;15;62;25.27;72.11;3.07;
1006;14;61;28.21;72.09;3.21;
1007;14;63;27.21;72.09;3.21;
1008;14;64;26.21;72.09;3.21;
1009;14;64;26.64;72.09;3.21;
1010;14;65;25.64;72.09;3.21;
1011;14;64;26.07;72.09;3.21;
1012;14;65;25.79;72.09;3.21;
1013;14;64;26.93;72.09;3.21;
1014;14;65;26.64;72.09;3.21;
1015;12;65;30.92;72.58;3.08;
1016;11;66;33.64;75.71;1.73;
1017;10;67;36.0;75.52;1.9;
1018;9;67;41.22;75.41;2.11;
1019;8;67;46.63;75.51;2.13;
1020;8;68;45.63;75.51;2.13;
1021;8;69;44.63;75.51;2.13;
1022;8;70;44.88;75.51;2.13;
1023;8;70;46.38;75.51;2.13;
1024;8;72;45.38;75.51;2.13;
1025;8;72;45.63;75.51;2.13;
1026;8;73;44.63;75.51;2.13;
1027;8;74;43.63;75.51;2.13;
1028;8;74;43.88;75.51;2.13;
1029;7;74;50.57;75.55;2.14;
1030;7;74;51.0;75.55;2.14;
1031;7;74;52.86;75.55;2.14;
1032;7;75;53.29;75.55;2.14;
1033;7;76;53.71;75.55;2.14;
1034;7;76;55.57;75.55;2.14;
1035;7;77;56.0;75.55;2.14;
1036;7;78;55.0;75.55;2.14;
1037;7;78;55.43;75.55;2.14;
1038;7;78;55.86;75.55;2.14;
1039;7;79;56.29;75.55;2.14;
1040;7;78;59.57;75.55;2.14;
1041;7;80;58.57;75.55;2.14;
1042;7;79;61.86;75.55;2.14;
1043;7;80;60.86;75.55;2.14;
1044;7;79;64.14;75.55;2.14;
1045;7;79;64.57;75.55;2.14;
1046;7;80;65.0;75.55;2.14;
1047;7;80;66.86;75.55;2.14;
1048;7;79;68.71;75.55;2.14;
1049;7;79;69.14;75.55;2.14;
1050;7;80;68.14;75.55;2.14;
1051;7;82;67.14;75.55;2.14;
1052;7;83;66.14;75.55;2.14;
1053;7;84;65.14;75.55;2.14;
1054;7;84;65.57;75.55;2.14;
1055;7;84;66.0;75.55;2.14;
1056;7;84;66.43;75.55;2.14;
1057;7;84;68.29;75.55;2.14;
1058;7;85;68.71;75.55;2.14;
1059;7;86;69.14;75.55;2.14;
1060;7;87;68.14;75.55;2.14;
1061;7;88;67.14;75.55;2.14;
1062;7;87;70.43;75.55;2.14;
1063;7;88;70.86;75.55;2.14;
1064;8;89;62.38;75.55;2.13;
1065;10;89;50.2;75.55;2.1;
1066;12;91;41.08;75.55;2.08;
1067;14;92;34.36;75.55;2.07;
1068;15;89;33.8;75.55;2.07;
1069;15;87;34.8;75.55;2.07;
1070;15;86;35.13;75.55;2.07;
1071;16;86;32.63;75.55;2.06;
1072;17;85;31.53;75.55;2.06;
1073;18;84;30.56;75.55;2.06;
1074;19;85;28.58;75.55;2.05;
1075;19;84;29.16;75.55;2.05;
1076;19;85;28.16;75.55;2.05;
1077;19;84;28.21;75.55;2.05;
1078;20;84;26.85;75.55;2.05;
1079;21;85;25.1;75.55;2.05;
1080;22;84;24.36;75.55;2.05;
1081;23;84;23.26;75.55;2.04;
1082;23;81;24.43;75.55;2.04;
1083;23;78;25.61;75.55;2.04;
1084;23;78;25.48;75.55;2.04;
1085;22;77;27.0;75.32;2.14;
1086;22;78;26.45;75.32;2.14;
1087;22;78;26.36;75.32;2.14;
1088;21;77;28.05;75.09;2.24;
1089;21;75;28.95;75.09;2.24;
1090;21;75;28.9;75.09;2.24;
1091;21;74;29.33;75.09;2.24;
1092;20;74;30.8;74.88;2.35;
1093;22;71;29.36;74.88;2.32;
1094;22;71;29.32;75.76;1.86;
1095;22;72;28.77;75.76;1.86;
1096;22;73;28.23;75.76;1.86;
1097;23;75;26.09;75.76;1.87;
1098;24;73;25.75;75.76;1.88;
1099;23;71;27.61;75.6;1.91;
1100;23;68;28.78;75.6;1.91;
1101;23;66;29.52;75.6;1.91;
1102;22;64;31.68;75.85;1.91;
1103;22;62;32.5;75.85;1.91;
1104;22;62;32.41;75.85;1.91;
1105;22;60;33.23;75.85;1.91;
1106;21;60;34.76;75.66;2.0;
1107;21;59;35.19;75.66;2.0;
1108;22;59;33.55;75.66;2.0;
1109;22;59;33.45;75.66;2.0;
1110;22;59;33.36;75.66;2.0;
1111;22;59;33.27;75.66;2.0;
1112;22;59;33.18;75.66;2.0;
1113;22;60;32.64;75.66;2.0;
1114;22;59;33.0;75.66;2.0;
1115;22;60;32.45;75.66;2.0;
1116;23;57;32.3;75.66;2.0;
1117;24;59;30.0;75.66;2.0;
1118;24;59;29.83;75.66;2.0;
1119;24;58;30.08;75.66;2.0;
1120;24;59;29.5;75.66;2.0;
1121;24;59;29.33;75.66;2.0;
1122;24;58;29.58;75.66;2.0;
1123;23;57;31.17;75.47;2.09;
1124;23;56;31.48;75.47;2.09;
1125;24;56;30.08;75.47;2.08;
1126;25;54;29.56;75.47;2.08;
1127;25;55;28.96;75.47;2.08;
1128;25;55;28.76;75.47;2.08;
1129;24;55;29.79;76.02;2.04;
1130;23;55;30.96;75.95;2.13;
1131;23;54;31.26;75.95;2.13;
1132;23;52;32.0;75.95;2.13;
1133;23;47;34.04;75.95;2.13;
1134;22;44;36.86;75.82;2.23;
1135;22;43;37.23;75.82;2.23;
1136;22;44;36.68;75.82;2.23;
1137;22;44;36.59;75.82;2.23;
1138;22;44;36.5;75.82;2.23;
1139;22;43;36.86;75.82;2.23;
1140;22;43;36.77;75.82;2.23;
1141;23;42;35.57;75.82;2.22;
1142;24;44;33.13;75.82;2.21;
1143;25;44;31.68;75.82;2.2;
1144;25;43;31.88;75.82;2.2;
1145;25;42;32.08;75.82;2.2;
1146;26;40;31.46;75.82;2.19;
1147;27;42;29.33;75.82;2.19;
1148;29;42;27.1;75.82;2.17;
1149;30;44;25.27;75.82;2.17;
1150;30;45;24.6;75.82;2.17;
1151;30;44;24.6;75.82;2.17;
1152;29;44;25.14;75.67;2.24;
1153;29;46;24.14;75.67;2.24;
1154;29;47;23.48;75.67;2.24;
1155;29;46;23.52;75.67;2.24;
1156;30;46;22.43;75.67;2.23;
1157;29;43;23.93;75.61;2.31;
1158;28;42;24.86;75.67;2.39;
1159;29;41;24.07;75.67;2.38;
1160;29;42;23.41;75.67;2.38;
1161;30;42;22.37;75.46;2.43;
1162;29;41;23.17;75.32;2.52;
1163;29;42;22.52;75.32;2.52;
1164;27;42;23.93;75.23;2.59;
1165;27;42;23.67;75.23;2.59;
1166;26;42;24.35;75.75;2.5;
1167;27;42;23.26;75.75;2.48;
1168;26;44;23.15;75.63;2.54;
1169;26;46;22.15;75.63;2.54;
1170;26;46;21.92;75.63;2.54;
1171;26;48;20.92;75.63;2.54;
1172;25;48;21.56;75.45;2.64;
1173;25;47;21.76;75.45;2.64;
1174;25;47;21.56;75.45;2.64;
1175;26;44;21.73;75.45;2.62;
1176;27;44;20.74;75.24;2.67;
1177;27;40;21.96;75.24;2.67;
1178;27;40;21.7;75.24;2.67;
1179;26;41;21.92;75.04;2.77;
1180;27;41;20.89;75.04;2.74;
1181;27;41;20.67;75.19;2.63;
1182;26;42;20.85;75.29;2.69;
1183;26;43;20.23;75.29;2.69;
1184;26;43;20.0;75.29;2.69;
1185;26;42;20.15;75.29;2.69;
1186;26;43;19.54;75.29;2.69;
1187;26;42;19.69;75.29;2.69;
1188;25;43;19.88;75.19;2.8;
1189;25;43;19.68;75.19;2.8;
1190;25;43;19.52;75.36;2.68;
1191;24;45;19.33;75.36;2.71;
1192;24;46;18.75;75.36;2.71;
1193;24;47;18.17;75.36;2.71;
1194;24;47;18.0;75.36;2.71;
1195;23;45;19.52;75.17;2.83;
1196;23;45;19.39;75.17;2.83;
1197;23;46;18.83;75.17;2.83;
1198;24;45;18.33;75.17;2.79;
1199;24;45;18.17;75.17;2.79;
1200;23;45;18.83;75.37;2.57;
1201;23;46;18.26;75.37;2.57;
1202;23;45;18.57;75.37;2.57;
1203;23;46;18.0;75.37;2.57;
1204;22;46;18.73;75.59;2.23;
1205;22;47;18.18;75.59;2.23;
1206;21;49;18.05;75.81;2.19;
1207;20;50;18.45;75.64;2.3;
1208;20;50;18.5;75.55;2.3;
1209;21;49;18.1;75.55;2.29;
1210;21;50;17.57;75.55;2.29;
1211;20;50;18.45;75.48;2.4;
1212;18;51;20.06;75.63;2.44;
1213;17;53;20.24;75.43;2.59;
1214;17;51;21.59;75.43;2.59;
1215;17;51;21.76;75.43;2.59;
1216;16;52;22.75;75.4;2.69;
1217;16;54;21.75;75.4;2.69;
1218;16;56;20.75;75.4;2.69;
1219;16;57;20.38;75.4;2.69;
1220;16;56;21.25;75.4;2.69;
1221;16;56;21.5;75.4;2.69;
1222;16;57;21.13;75.4;2.69;
1223;15;57;22.87;75.89;2.4;
1224;15;56;23.87;75.89;2.4;
1225;15;57;23.53;75.89;2.4;
1226;15;58;23.2;75.89;2.4;
1227;15;59;22.87;75.89;2.4;
1228;13;60;26.15;76.12;2.54;
1229;12;62;27.33;76.97;1.67;
1230;12;63;27.17;76.97;1.67;
1231;12;63;27.83;76.97;1.67;
1232;12;63;28.5;76.97;1.67;
1233;12;64;28.33;76.97;1.67;
1234;12;66;27.33;76.97;1.67;
1235;12;67;27.17;76.97;1.67;
1236;12;67;27.83;76.97;1.67;
1237;12;67;28.5;76.97;1.67;
1238;12;67;29.17;76.97;1.67;
1239;12;68;29.0;76.97;1.67;
1240;11;70;30.64;77.04;1.73;
1241;11;70;31.45;77.04;1.73;
1242;11;71;31.36;77.04;1.73;
1243;11;71;32.18;77.04;1.73;
1244;11;72;32.09;77.04;1.73;
1245;11;73;32.0;77.04;1.73;
1246;11;75;31.0;77.04;1.73;
1247;11;74;31.82;77.04;1.73;
1248;10;74;35.0;77.29;1.5;
1249;9;74;40.11;77.37;1.56;
1250;9;73;41.33;77.37;1.56;
1251;9;73;41.44;77.37;1.56;
1252;8;73;46.88;77.37;1.75;
1253;8;74;45.88;77.37;1.75;
1254;8;74;46.13;77.37;1.75;
1255;8;75;45.13;77.37;1.75;
1256;8;75;45.38;77.37;1.75;
1257;8;76;44.38;77.37;1.75;
1258;8;76;44.63;77.37;1.75;
1259;8;77;43.63;77.37;1.75;
1260;8;78;42.63;77.37;1.75;
1261;8;79;41.63;77.37;1.75;
1262;8;80;40.63;77.37;1.75;
1263;8;81;39.63;77.37;1.75;
1264;7;82;44.29;77.39;1.86;
1265;7;83;43.29;77.39;1.86;
1266;7;84;42.29;77.39;1.86;
1267;7;83;44.14;77.39;1.86;
1268;7;84;43.14;77.39;1.86;
1269;7;84;43.57;77.39;1.86;
1270;7;85;42.57;77.39;1.86;
1271;7;84;44.43;77.39;1.86;
1272;7;83;46.29;77.39;1.86;
1273;7;84;45.29;77.39;1.86;
1274;7;84;45.71;77.39;1.86;
1275;7;85;44.71;77.39;1.86;
1276;7;84;46.57;77.39;1.86;
1277;7;85;45.57;77.39;1.86;
1278;7;84;47.43;77.39;1.86;
1279;7;85;46.43;77.39;1.86;
1280;7;85;46.86;77.39;1.86;
1281;7;86;45.86;77.39;1.86;
1282;7;87;44.86;77.39;1.86;
1283;7;88;43.86;77.39;1.86;
1284;7;88;44.29;77.39;1.86;
1285;7;89;43.29;77.39;1.86;
1286;7;90;42.29;77.39;1.86;
1287;7;91;41.29;77.39;1.86;
1288;7;91;41.71;77.39;1.86;
1289;7;92;40.71;77.39;1.86;
1290;7;93;41.14;77.39;1.86;
1291;7;94;40.14;77.39;1.86;
1292;7;94;40.57;77.39;1.86;
1293;7;95;39.57;77.39;1.86;
1294;7;95;40.0;77.39;1.86;
1295;7;95;40.43;77.39;1.86;
1296;7;96;39.43;77.39;1.86;
1297;7;97;38.43;77.39;1.86;
1298;7;97;38.86;77.39;1.86;
1299;7;98;37.86;77.39;1.86;
1300;7;97;39.71;77.39;1.86;
1301;7;98;38.71;77.39;1.86;
1302;7;99;37.71;77.39;1.86;
1303;7;100;36.71;77.39;1.86;
1304;7;101;35.71;77.39;1.86;
1305;7;102;34.71;77.39;1.86;
1306;7;102;35.14;77.39;1.86;
1307;7;102;35.57;77.39;1.86;
1308;7;101;37.43;77.39;1.86;
1309;7;101;37.86;77.39;1.86;
1310;7;99;41.14;77.39;1.86;
1311;7;98;43.0;77.39;1.86;
1312;7;99;42.0;77.39;1.86;
1313;7;98;43.86;77.39;1.86;
1314;7;96;47.14;77.39;1.86;
1315;7;94;50.43;77.39;1.86;
1316;7;95;49.43;77.39;1.86;
1317;7;96;48.43;77.39;1.86;
1318;7;97;47.43;77.39;1.86;
1319;7;98;46.43;77.39;1.86;
1320;7;99;45.43;77.39;1.86;
1321;7;97;48.71;77.39;1.86;
1322;7;98;47.71;77.39;1.86;
1323;7;99;46.71;77.39;1.86;
1324;7;100;47.14;77.39;1.86;
1325;7;100;47.57;77.39;1.86;
1326;7;99;49.43;77.39;1.86;
1327;7;100;49.86;77.39;1.86;
1328;7;101;50.29;77.39;1.86;
1329;7;101;52.14;77.39;1.86;
1330;7;101;54.0;77.39;1.86;
1331;7;102;54.43;77.39;1.86;
1332;7;103;53.43;77.39;1.86;
1333;7;104;52.43;77.39;1.86;
1334;7;105;51.43;77.39;1.86;
1335;7;106;50.43;77.39;1.86;
1336;7;106;50.86;77.39;1.86;
1337;7;107;49.86;77.39;1.86;
1338;7;107;50.29;77.39;1.86;
1339;7;107;50.71;77.39;1.86;
1340;7;107;51.14;77.39;1.86;
1341;7;105;54.43;77.39;1.86;
1342;7;104;56.29;77.39;1.86;
1343;7;106;55.29;77.39;1.86;
1344;7;107;54.29;77.39;1.86;
1345;7;107;54.71;77.39;1.86;
1346;7;106;56.57;77.39;1.86;
1347;7;107;55.57;77.39;1.86;
1348;7;108;54.57;77.39;1.86;
1349;7;107;56.43;77.39;1.86;
1350;7;107;56.86;77.39;1.86;
1351;7;108;55.86;77.39;1.86;
1352;7;108;56.29;77.39;1.86;
1353;7;108;56.71;77.39;1.86;
1354;8;109;48.88;77.39;1.88;
1355;9;110;42.56;77.39;1.89;
1356;10;111;37.4;77.39;1.9;
1357;11;111;34.09;77.39;1.91;
1358;11;110;34.91;77.39;1.91;
1359;11;110;34.82;77.39;1.91;
1360;11;110;35.64;77.39;1.91;
1361;11;109;37.36;77.39;1.91;
1362;11;108;39.09;77.39;1.91;
1363;11;108;39.0;77.39;1.91;
1364;11;108;38.91;77.39;1.91;
1365;10;108;42.8;77.85;1.7;
1366;10;107;44.8;77.85;1.7;
1367;10;107;45.8;77.85;1.7;
1368;10;109;44.8;77.85;1.7;
1369;10;109;45.8;77.85;1.7;
1370;10;110;45.8;77.85;1.7;
1371;10;111;45.8;77.85;1.7;
1372;10;112;44.8;77.85;1.7;
1373;10;111;46.8;77.85;1.7;
1374;10;110;47.8;77.85;1.7;
1375;10;110;47.8;77.85;1.7;
1376;10;110;48.8;77.85;1.7;
1377;10;107;51.8;77.85;1.7;
1378;10;107;51.8;77.85;1.7;
1379;11;109;46.27;77.85;1.73;
1380;11;109;46.18;77.85;1.73;
1381;11;106;48.82;77.85;1.73;
1382;10;105;54.7;77.69;1.8;
1383;10;105;54.7;77.69;1.8;
1384;10;105;54.7;77.69;1.8;
1385;10;106;53.7;77.69;1.8;
1386;10;105;54.7;77.69;1.8;
1387;10;105;54.7;77.69;1.8;
1388;11;105;50.73;77.69;1.82;
1389;12;107;45.58;77.69;1.83;
1390;13;107;42.0;77.69;1.85;
1391;14;107;38.86;77.69;1.86;
1392;15;105;37.4;77.69;1.87;
1393;14;106;39.79;77.56;2.0;
1394;14;106;39.5;77.56;2.0;
1395;14;106;39.21;77.56;2.0;
1396;14;107;38.21;77.56;2.0;
1397;14;107;37.93;77.56;2.0;
1398;14;104;39.79;77.56;2.0;
1399;14;101;41.64;77.56;2.0;
1400;14;101;42.07;77.56;2.0;
1401;14;103;41.07;77.56;2.0;
1402;14;104;40.79;77.56;2.0;
1403;14;105;39.79;77.56;2.0;
1404;15;105;37.53;77.56;2.0;
1405;15;105;37.87;77.56;2.0;
1406;15;106;37.53;77.56;2.0;
1407;15;105;38.53;77.56;2.0;
1408;15;105;38.87;77.56;2.0;
1409;14;106;40.64;77.37;2.14;
1410;15;106;38.33;77.37;2.13;
1411;15;107;37.33;77.37;2.13;
1412;15;107;37.67;77.37;2.13;
1413;15;108;37.33;77.37;2.13;
1414;16;107;35.94;77.37;2.13;
1415;17;107;34.06;77.37;2.12;
1416;17;106;34.24;77.37;2.12;
1417;17;107;33.82;77.37;2.12;
1418;17;104;35.76;77.37;2.12;
1419;17;103;36.53;77.37;2.12;
1420;17;102;37.29;77.37;2.12;
1421;17;101;38.06;77.37;2.12;
1422;17;102;37.65;77.37;2.12;
1423;17;101;38.41;77.37;2.12;
1424;17;101;38.71;77.81;1.88;
1425;18;99;37.94;77.71;2.0;
1426;18;97;38.61;77.71;2.0;
1427;19;95;37.26;77.71;2.0;
1428;19;93;38.37;77.71;2.0;
1429;20;94;36.05;77.71;2.0;
1430;21;93;34.81;77.71;2.0;
1431;23;91;32.65;77.71;2.0;
1432;24;90;31.63;77.71;2.0;
1433;24;89;31.88;77.71;2.0;
1434;25;84;32.44;77.71;2.0;
1435;25;82;33.04;77.71;2.0;
1436;25;80;33.64;77.71;2.0;
1437;25;77;34.64;77.71;2.0;
1438;25;76;34.84;77.71;2.0;
1439;25;75;35.04;77.71;2.0;
1440;25;71;36.44;77.71;2.0;
1441;26;72;34.46;77.71;2.0;
1442;26;71;34.65;78.31;1.96;
1443;27;69;33.89;78.31;1.96;
