date;animal quantity;grass quantity;average animal energy;average animal life span;average children quantity;
2300;19;30;34.68;221.17;3.16;
2301;19;27;36.32;221.17;3.16;
2302;19;25;37.42;221.17;3.16;
2303;19;26;36.95;221.17;3.16;
2304;19;26;37.0;221.17;3.16;
2305;19;27;36.53;221.17;3.16;
2306;19;29;35.53;221.17;3.16;
2307;18;28;38.17;221.22;3.22;
2308;18;28;38.28;221.22;3.22;
2309;18;28;38.39;221.22;3.22;
2310;18;27;39.06;221.22;3.22;
2311;18;25;40.28;221.22;3.22;
2312;18;24;40.94;221.22;3.22;
2313;18;24;41.06;221.22;3.22;
2314;18;21;42.83;221.22;3.22;
2315;18;20;43.5;221.22;3.22;
2316;20;21;38.8;221.22;3.1;
2317;20;19;39.8;221.22;3.1;
2318;20;20;39.3;221.22;3.1;
2319;20;22;38.3;221.22;3.1;
2320;19;22;40.37;222.51;3.16;
2321;19;23;39.89;222.51;3.16;
2322;19;24;39.42;222.51;3.16;
2323;19;22;40.53;222.51;3.16;
2324;19;24;39.53;222.51;3.16;
2325;19;25;39.05;222.51;3.16;
2326;19;24;39.63;222.51;3.16;
2327;19;22;40.74;222.51;3.16;
2328;19;20;41.84;222.51;3.16;
2329;19;19;42.42;222.51;3.16;
2330;19;20;41.95;222.51;3.16;
2331;19;21;41.47;222.51;3.16;
2332;19;22;41.0;222.51;3.16;
2333;19;24;40.0;222.51;3.16;
2334;19;25;39.53;222.51;3.16;
2335;19;25;39.58;222.51;3.16;
2336;20;25;37.7;222.51;3.1;
2337;20;23;38.7;222.51;3.1;
2338;20;24;38.2;222.51;3.1;
2339;19;25;39.74;221.81;3.26;
2340;20;26;37.3;221.81;3.2;
2341;20;25;37.8;221.81;3.2;
2342;20;26;37.3;221.81;3.2;
2343;20;28;36.3;221.81;3.2;
2344;20;28;36.3;221.81;3.2;
2345;20;30;35.3;221.81;3.2;
2346;20;29;35.8;221.81;3.2;
2347;20;31;34.8;221.81;3.2;
2348;20;33;33.8;221.81;3.2;
2349;20;35;32.8;221.81;3.2;
2350;19;35;34.58;221.06;3.37;
2351;18;36;36.06;221.27;3.28;
2352;18;35;36.72;221.27;3.28;
2353;18;34;37.39;221.27;3.28;
2354;18;33;38.06;221.27;3.28;
2355;18;32;38.72;221.27;3.28;
2356;18;32;38.83;221.27;3.28;
2357;18;32;38.94;221.27;3.28;
2358;18;32;39.06;221.27;3.28;
2359;19;30;38.21;221.27;3.21;
2360;19;29;38.79;221.27;3.21;
2361;19;29;38.84;221.27;3.21;
2362;19;31;37.84;221.27;3.21;
2363;19;30;38.42;221.27;3.21;
2364;19;31;37.95;221.27;3.21;
2365;19;31;38.0;221.27;3.21;
2366;19;30;38.58;221.27;3.21;
2367;19;29;39.16;221.27;3.21;
2368;19;28;39.74;221.27;3.21;
2369;18;28;42.06;221.84;3.28;
2370;18;28;42.17;221.84;3.28;
2371;18;30;41.17;221.84;3.28;
2372;18;31;40.72;221.84;3.28;
2373;18;32;40.28;221.84;3.28;
2374;18;33;39.83;221.84;3.28;
2375;18;33;39.94;221.84;3.28;
2376;18;33;40.06;221.84;3.28;
2377;18;33;40.17;221.84;3.28;
2378;18;33;40.28;221.84;3.28;
2379;18;32;40.94;221.84;3.28;
2380;18;33;40.5;221.84;3.28;
2381;18;32;41.17;221.84;3.28;
2382;18;33;40.72;221.84;3.28;
2383;18;31;41.94;221.84;3.28;
2384;18;30;42.61;221.84;3.28;
2385;18;29;43.28;221.84;3.28;
2386;18;27;44.5;221.84;3.28;
2387;18;28;44.06;221.84;3.28;
2388;18;29;43.61;221.84;3.28;
2389;18;31;42.61;221.84;3.28;
2390;18;29;43.83;221.84;3.28;
2391;19;30;41.11;221.84;3.21;
2392;19;30;41.16;221.84;3.21;
2393;19;29;41.74;221.84;3.21;
2394;19;30;41.26;221.84;3.21;
2395;18;31;43.11;220.88;3.39;
2396;18;32;42.67;220.88;3.39;
2397;18;33;42.22;220.88;3.39;
2398;18;32;42.89;220.88;3.39;
2399;18;33;42.44;220.88;3.39;
2400;18;30;44.22;220.88;3.39;
2401;18;28;45.44;220.88;3.39;
2402;18;28;45.56;220.88;3.39;
2403;18;29;45.11;220.88;3.39;
2404;18;30;44.67;220.88;3.39;
2405;18;32;43.67;220.88;3.39;
2406;18;32;43.78;220.88;3.39;
2407;18;33;43.33;220.88;3.39;
2408;18;34;42.89;220.88;3.39;
2409;18;35;42.44;220.88;3.39;
2410;18;37;41.44;220.88;3.39;
2411;17;34;45.82;223.79;3.18;
2412;17;35;45.41;223.79;3.18;
2413;17;32;47.35;223.79;3.18;
2414;17;34;46.35;223.79;3.18;
2415;18;32;45.11;223.79;3.11;
2416;19;31;43.37;223.79;3.05;
2417;21;32;38.86;223.79;2.95;
2418;21;33;38.33;223.79;2.95;
2419;20;33;40.25;225.78;2.8;
2420;20;33;40.25;225.78;2.8;
2421;20;34;39.75;225.78;2.8;
2422;20;34;39.75;225.78;2.8;
2423;20;29;42.25;225.78;2.8;
2424;21;27;41.19;225.78;2.76;
2425;21;28;40.67;225.78;2.76;
2426;21;29;40.14;225.78;2.76;
2427;21;30;39.62;225.78;2.76;
2428;21;31;39.1;225.78;2.76;
2429;21;27;40.95;225.78;2.76;
2430;21;25;41.86;225.78;2.76;
2431;21;26;41.33;225.78;2.76;
2432;21;26;41.29;225.78;2.76;
2433;22;24;40.32;225.78;2.73;
2434;23;25;38.09;225.78;2.7;
2435;23;25;37.96;225.78;2.7;
2436;23;27;36.96;225.78;2.7;
2437;23;28;36.39;225.78;2.7;
2438;23;28;36.26;225.78;2.7;
2439;23;27;36.57;225.78;2.7;
2440;23;25;37.35;225.57;2.78;
2441;23;24;37.65;225.57;2.78;
2442;23;22;38.39;225.57;2.78;
2443;23;24;37.39;225.57;2.78;
2444;23;24;37.26;225.57;2.78;
2445;23;25;36.7;225.57;2.78;
2446;24;23;35.92;225.57;2.75;
2447;23;21;38.22;225.09;2.87;
2448;23;21;38.09;225.09;2.87;
2449;23;18;39.26;225.09;2.87;
2450;23;17;39.57;225.09;2.87;
2451;23;16;39.87;225.09;2.87;
2452;23;17;39.3;225.09;2.87;
2453;23;18;38.74;225.09;2.87;
2454;24;19;36.63;225.09;2.83;
2455;24;20;36.04;225.09;2.83;
2456;24;19;36.29;225.09;2.83;
2457;24;19;36.13;225.09;2.83;
2458;24;20;35.54;225.09;2.83;
2459;24;20;35.38;225.09;2.83;
2460;24;21;34.79;225.09;2.83;
2461;24;22;34.21;225.09;2.83;
2462;24;21;34.46;225.09;2.83;
2463;24;22;33.88;225.09;2.83;
2464;24;24;32.88;225.09;2.83;
2465;24;26;31.88;225.09;2.83;
2466;24;27;31.29;225.09;2.83;
2467;24;27;31.13;225.09;2.83;
2468;24;28;30.54;225.09;2.83;
2469;24;23;32.46;225.09;2.83;
2470;24;25;31.46;225.09;2.83;
2471;24;21;32.96;225.09;2.83;
2472;24;22;32.38;225.09;2.83;
2473;24;22;32.21;225.09;2.83;
2474;24;23;31.63;225.09;2.83;
2475;24;23;31.46;225.09;2.83;
2476;24;23;31.29;225.09;2.83;
2477;24;24;30.71;225.09;2.83;
2478;23;25;31.48;226.05;2.87;
2479;23;25;31.35;226.05;2.87;
2480;22;26;32.23;226.48;2.86;
2481;22;25;32.59;226.48;2.86;
2482;22;24;32.95;226.48;2.86;
2483;21;25;34.0;226.18;3.0;
2484;21;25;33.95;226.18;3.0;
2485;21;25;33.9;226.18;3.0;
2486;21;23;34.81;226.18;3.0;
2487;21;23;34.76;226.18;3.0;
2488;21;23;34.71;226.18;3.0;
2489;21;22;35.14;226.18;3.0;
2490;21;22;35.19;225.34;3.1;
2491;21;21;35.62;225.34;3.1;
2492;21;20;36.05;225.34;3.1;
2493;21;22;35.05;225.34;3.1;
2494;21;23;34.52;225.34;3.1;
2495;21;25;33.52;225.34;3.1;
2496;21;26;33.0;225.34;3.1;
2497;21;27;32.48;225.34;3.1;
2498;21;26;32.9;225.34;3.1;
2499;21;25;33.33;225.34;3.1;
2500;21;23;34.24;225.34;3.1;
2501;21;23;34.19;225.34;3.1;
2502;21;24;33.67;225.34;3.1;
2503;20;23;35.85;224.65;3.25;
2504;20;24;35.35;224.65;3.25;
2505;20;24;35.35;224.65;3.25;
2506;20;22;36.35;224.65;3.25;
2507;20;21;36.85;224.65;3.25;
2508;20;22;36.35;224.65;3.25;
2509;19;21;38.84;224.4;3.42;
2510;19;21;38.89;224.4;3.42;
2511;19;22;38.42;224.4;3.42;
2512;19;21;39.0;224.4;3.42;
2513;19;20;39.58;224.4;3.42;
2514;20;21;37.15;224.4;3.35;
2515;20;20;37.65;224.4;3.35;
2516;20;22;36.65;224.4;3.35;
2517;20;24;35.65;224.4;3.35;
2518;20;26;34.65;224.4;3.35;
2519;20;25;35.15;224.4;3.35;
2520;19;27;36.0;223.93;3.47;
2521;19;28;35.53;223.93;3.47;
2522;19;29;35.05;223.93;3.47;
2523;19;27;36.16;223.93;3.47;
2524;19;27;36.21;223.93;3.47;
2525;19;27;36.26;223.93;3.47;
2526;19;28;35.79;223.93;3.47;
2527;19;29;35.32;223.93;3.47;
2528;19;29;35.37;223.93;3.47;
2529;19;28;35.95;223.93;3.47;
2530;19;29;35.47;223.93;3.47;
2531;19;28;36.05;223.93;3.47;
2532;19;28;36.11;223.93;3.47;
2533;19;27;36.68;223.93;3.47;
2534;19;29;35.68;223.93;3.47;
2535;19;30;35.21;223.93;3.47;
2536;19;32;34.21;223.93;3.47;
2537;20;31;33.05;223.93;3.4;
2538;18;30;37.39;228.75;2.56;
2539;18;31;36.94;228.75;2.56;
2540;18;33;35.94;228.75;2.56;
2541;18;32;36.61;228.75;2.56;
2542;18;32;36.72;228.75;2.56;
2543;18;30;37.94;228.75;2.56;
2544;18;31;37.5;228.75;2.56;
2545;17;31;39.88;230.73;2.47;
2546;17;30;40.65;230.73;2.47;
2547;17;30;40.82;230.73;2.47;
2548;17;31;40.41;230.73;2.47;
2549;17;30;41.18;230.73;2.47;
2550;17;29;41.94;230.73;2.47;
2551;17;28;42.71;230.73;2.47;
2552;17;25;44.65;230.73;2.47;
2553;17;25;44.82;230.73;2.47;
2554;17;25;45.0;230.73;2.47;
2555;17;26;44.59;230.73;2.47;
2556;17;28;43.59;230.73;2.47;
2557;17;28;43.76;230.73;2.47;
2558;17;30;42.76;230.73;2.47;
2559;17;30;42.94;230.73;2.47;
2560;17;28;44.29;230.73;2.47;
2561;17;29;43.88;230.73;2.47;
2562;18;31;40.56;230.73;2.44;
2563;19;32;38.05;230.73;2.42;
2564;20;34;35.2;230.73;2.4;
2565;20;33;35.7;230.73;2.4;
2566;20;35;34.7;230.73;2.4;
2567;20;35;34.7;230.73;2.4;
2568;20;32;36.2;230.73;2.4;
2569;20;32;36.2;230.73;2.4;
2570;20;33;35.7;230.73;2.4;
2571;20;31;36.7;230.73;2.4;
2572;20;33;35.7;230.73;2.4;
2573;19;31;38.68;229.91;2.53;
2574;19;32;38.21;229.91;2.53;
2575;19;34;37.21;229.91;2.53;
2576;19;36;36.21;229.91;2.53;
2577;19;31;38.89;229.91;2.53;
2578;20;29;38.0;229.91;2.5;
2579;20;30;37.5;229.91;2.5;
2580;20;31;37.0;229.91;2.5;
2581;20;31;37.0;229.91;2.5;
2582;20;32;36.5;229.91;2.5;
2583;21;31;35.29;229.91;2.48;
2584;21;30;35.71;229.91;2.48;
2585;21;30;35.67;229.91;2.48;
2586;21;28;36.57;229.91;2.48;
2587;21;24;38.43;229.91;2.48;
2588;21;22;39.33;229.91;2.48;
2589;21;21;39.76;229.91;2.48;
2590;21;19;40.67;229.91;2.48;
2591;21;19;40.62;229.91;2.48;
2592;22;18;39.18;229.91;2.45;
2593;22;19;38.64;229.91;2.45;
2594;22;20;38.09;229.91;2.45;
2595;22;21;37.55;229.91;2.45;
2596;22;20;37.91;229.91;2.45;
2597;22;22;36.91;229.91;2.45;
2598;21;23;38.14;229.11;2.57;
2599;21;21;39.05;229.11;2.57;
2600;21;23;38.05;229.11;2.57;
2601;22;23;36.27;229.11;2.55;
2602;22;24;35.73;229.11;2.55;
2603;21;25;36.9;232.2;2.14;
2604;21;25;36.86;232.2;2.14;
2605;21;25;36.81;232.2;2.14;
2606;21;25;36.76;232.2;2.14;
2607;21;25;36.71;232.2;2.14;
2608;21;25;36.67;232.2;2.14;
2609;21;24;37.1;232.2;2.14;
2610;21;25;36.57;232.2;2.14;
2611;21;26;36.05;232.2;2.14;
2612;21;26;36.0;232.2;2.14;
2613;21;25;36.43;232.2;2.14;
2614;21;25;36.38;232.2;2.14;
2615;21;27;35.38;232.2;2.14;
2616;21;27;35.33;232.2;2.14;
2617;21;25;36.24;232.2;2.14;
2618;21;24;36.67;232.2;2.14;
2619;21;26;35.67;232.2;2.14;
2620;21;25;36.1;232.2;2.14;
2621;21;26;35.57;232.2;2.14;
2622;21;25;36.0;232.2;2.14;
2623;21;26;35.48;232.2;2.14;
2624;21;27;34.95;232.2;2.14;
2625;21;28;34.43;232.2;2.14;
2626;21;28;34.38;232.2;2.14;
2627;22;28;32.82;232.2;2.14;
2628;22;29;32.27;232.2;2.14;
2629;22;29;32.18;232.2;2.14;
2630;22;26;33.45;232.2;2.14;
2631;22;28;32.45;232.2;2.14;
2632;22;25;33.73;232.2;2.14;
2633;21;25;35.29;232.13;2.1;
2634;22;25;33.64;232.13;2.09;
2635;22;23;34.45;232.13;2.09;
2636;22;20;35.73;232.13;2.09;
2637;21;20;37.38;233.27;1.9;
2638;21;20;37.33;233.27;1.9;
2639;21;20;37.29;233.27;1.9;
2640;21;22;36.29;233.27;1.9;
2641;21;20;37.19;233.27;1.9;
2642;21;21;36.67;233.27;1.9;
2643;21;23;35.67;233.27;1.9;
2644;21;23;35.62;233.27;1.9;
2645;22;24;33.55;233.27;1.91;
2646;22;24;33.45;233.27;1.91;
2647;22;23;33.82;233.27;1.91;
2648;22;22;34.18;233.27;1.91;
2649;22;23;33.64;233.27;1.91;
2650;22;23;33.55;233.27;1.91;
2651;22;23;33.45;233.27;1.91;
2652;22;21;34.27;233.27;1.91;
2653;22;22;33.73;233.27;1.91;
2654;22;21;34.09;233.27;1.91;
2655;22;22;33.55;233.27;1.91;
2656;21;23;34.62;232.54;2.0;
2657;21;21;35.52;232.54;2.0;
2658;21;20;35.95;232.54;2.0;
2659;21;22;34.95;232.54;2.0;
2660;21;22;34.9;232.54;2.0;
2661;21;22;34.86;232.54;2.0;
2662;21;24;33.86;232.54;2.0;
2663;21;26;32.86;232.54;2.0;
2664;21;27;32.33;232.54;2.0;
2665;21;27;32.29;232.54;2.0;
2666;21;27;32.24;232.54;2.0;
2667;21;27;32.19;232.54;2.0;
2668;21;26;32.62;232.54;2.0;
2669;21;27;32.1;232.54;2.0;
2670;21;26;32.52;232.54;2.0;
2671;21;28;31.52;232.54;2.0;
2672;20;27;33.6;231.79;2.1;
2673;19;27;35.42;230.85;2.21;
2674;19;27;35.47;230.85;2.21;
2675;18;24;39.22;230.84;2.11;
2676;18;25;38.78;230.84;2.11;
2677;18;26;38.33;230.84;2.11;
2678;18;26;38.44;230.84;2.11;
2679;18;28;37.44;230.84;2.11;
2680;18;29;37.0;230.84;2.11;
2681;18;30;36.56;230.84;2.11;
2682;18;32;35.56;230.84;2.11;
2683;18;32;35.67;230.84;2.11;
2684;18;30;36.89;230.84;2.11;
2685;18;27;38.67;230.84;2.11;
2686;19;27;36.79;230.84;2.11;
2687;18;27;38.94;232.47;2.17;
2688;18;25;40.17;232.47;2.17;
2689;18;24;40.83;232.47;2.17;
2690;18;24;40.94;232.47;2.17;
2691;18;25;40.5;232.47;2.17;
2692;18;24;41.17;232.47;2.17;
2693;18;25;40.72;232.47;2.17;
2694;18;25;40.83;232.47;2.17;
2695;18;26;40.39;232.47;2.17;
2696;18;24;41.61;232.47;2.17;
2697;18;24;41.72;232.47;2.17;
2698;18;21;43.5;232.47;2.17;
2699;18;21;43.61;232.47;2.17;
2700;18;19;44.83;232.47;2.17;
2701;19;19;42.63;232.47;2.16;
2702;19;21;41.63;232.47;2.16;
2703;19;20;42.21;232.47;2.16;
2704;19;22;41.21;232.47;2.16;
2705;19;22;41.26;232.47;2.16;
2706;19;23;40.79;232.47;2.16;
2707;19;23;40.84;232.47;2.16;
2708;19;21;41.95;232.47;2.16;
2709;19;20;42.53;232.47;2.16;
2710;20;21;39.95;232.47;2.15;
2711;20;22;39.45;232.47;2.15;
2712;20;21;39.95;232.47;2.15;
2713;20;21;39.95;232.47;2.15;
2714;20;21;39.95;232.47;2.15;
2715;20;23;38.95;232.47;2.15;
2716;20;24;38.45;232.47;2.15;
2717;20;24;38.45;232.47;2.15;
2718;20;24;38.45;232.47;2.15;
2719;20;23;38.95;232.47;2.15;
2720;20;21;39.95;232.47;2.15;
2721;20;21;39.95;232.47;2.15;
2722;20;20;40.45;232.47;2.15;
2723;20;21;39.95;232.47;2.15;
2724;19;21;42.11;232.81;2.16;
2725;20;22;39.55;232.81;2.15;
2726;20;24;38.55;232.81;2.15;
2727;20;24;38.55;232.81;2.15;
2728;20;26;37.55;232.81;2.15;
2729;21;27;35.29;232.81;2.14;
2730;21;25;36.19;232.81;2.14;
2731;21;24;36.62;232.81;2.14;
2732;22;24;34.95;232.81;2.14;
2733;22;25;34.41;232.81;2.14;
2734;22;27;33.41;232.81;2.14;
2735;21;27;34.95;231.97;2.24;
2736;22;25;34.27;231.97;2.23;
2737;22;25;34.18;231.97;2.23;
2738;22;26;33.64;231.97;2.23;
2739;22;26;33.55;231.97;2.23;
2740;21;26;35.1;231.06;2.33;
2741;21;26;35.05;231.06;2.33;
2742;21;26;35.0;231.06;2.33;
2743;21;26;34.95;231.06;2.33;
2744;21;26;34.9;231.06;2.33;
2745;21;27;34.38;231.06;2.33;
2746;21;28;33.86;231.06;2.33;
2747;21;29;33.33;231.06;2.33;
2748;21;27;34.24;231.06;2.33;
2749;21;28;33.71;231.06;2.33;
2750;21;27;34.14;231.06;2.33;
2751;21;25;35.05;231.06;2.33;
2752;21;26;34.52;231.06;2.33;
2753;21;23;35.9;231.06;2.33;
2754;21;24;35.38;231.06;2.33;
2755;21;26;34.38;231.06;2.33;
2756;21;23;35.76;231.06;2.33;
2757;21;24;35.24;231.06;2.33;
2758;21;25;34.71;231.06;2.33;
2759;21;27;33.71;231.06;2.33;
2760;21;28;33.19;231.06;2.33;
2761;21;29;32.67;231.06;2.33;
2762;21;29;32.62;231.06;2.33;
2763;21;28;33.05;231.06;2.33;
2764;21;30;32.05;231.06;2.33;
2765;21;29;32.48;231.06;2.33;
2766;21;29;32.43;231.06;2.33;
2767;21;28;32.86;231.06;2.33;
2768;21;27;33.29;231.06;2.33;
2769;21;28;32.76;231.06;2.33;
2770;21;28;32.71;231.06;2.33;
2771;20;26;35.35;231.28;2.3;
2772;20;26;35.35;231.28;2.3;
2773;20;27;34.85;231.28;2.3;
2774;20;27;34.85;231.28;2.3;
2775;20;28;34.35;231.28;2.3;
2776;19;29;35.68;231.07;2.42;
2777;19;27;36.79;231.07;2.42;
2778;19;28;36.32;231.07;2.42;
2779;19;29;35.84;231.07;2.42;
2780;19;27;36.95;231.07;2.42;
2781;19;29;35.95;231.07;2.42;
2782;19;30;35.47;231.07;2.42;
2783;19;30;35.53;231.07;2.42;
2784;20;30;33.8;231.07;2.4;
2785;20;29;34.3;231.07;2.4;
2786;20;29;34.3;231.07;2.4;
2787;19;29;36.16;231.69;2.42;
2788;20;28;34.95;231.69;2.4;
2789;20;29;34.45;231.69;2.4;
2790;20;28;34.95;231.69;2.4;
2791;20;27;35.45;231.69;2.4;
2792;19;28;36.84;230.93;2.53;
2793;19;29;36.37;230.93;2.53;
2794;19;29;36.42;230.93;2.53;
2795;19;29;36.47;230.93;2.53;
2796;19;29;36.53;230.93;2.53;
2797;19;30;36.05;230.93;2.53;
2798;19;28;37.16;230.93;2.53;
2799;19;28;37.21;230.93;2.53;
2800;19;29;36.74;230.93;2.53;
2801;19;31;35.74;230.93;2.53;
2802;19;30;36.32;230.93;2.53;
2803;18;28;39.56;230.97;2.61;
2804;18;29;39.11;230.97;2.61;
2805;18;29;39.22;230.97;2.61;
2806;18;30;38.78;230.97;2.61;
2807;17;29;41.82;230.42;2.76;
2808;17;30;41.41;230.42;2.76;
2809;17;29;42.18;230.42;2.76;
2810;17;28;42.94;230.42;2.76;
2811;17;27;43.71;230.42;2.76;
2812;17;28;43.29;230.42;2.76;
2813;17;26;44.65;230.42;2.76;
2814;17;26;44.82;230.42;2.76;
2815;17;25;45.65;231.98;2.59;
2816;17;26;45.24;231.98;2.59;
2817;17;27;44.82;231.98;2.59;
2818;17;27;45.0;231.98;2.59;
2819;17;26;45.76;231.98;2.59;
2820;17;27;45.35;231.98;2.59;
2821;17;27;45.53;231.98;2.59;
2822;17;27;45.71;231.98;2.59;
2823;17;27;45.88;231.98;2.59;
2824;17;28;45.47;231.98;2.59;
2825;17;30;44.47;231.98;2.59;
2826;17;31;44.06;231.98;2.59;
2827;17;31;44.24;231.98;2.59;
2828;17;33;43.24;231.98;2.59;
2829;17;33;43.41;231.98;2.59;
2830;17;33;43.59;231.98;2.59;
2831;17;31;44.94;231.98;2.59;
2832;18;32;42.11;231.98;2.56;
2833;18;34;41.11;231.98;2.56;
2834;18;34;41.22;231.98;2.56;
2835;18;34;41.33;231.98;2.56;
2836;18;34;41.44;231.98;2.56;
2837;18;33;42.11;231.98;2.56;
2838;17;32;45.35;231.2;2.71;
2839;18;31;43.56;231.2;2.67;
2840;18;30;44.22;231.2;2.67;
2841;18;30;44.33;231.2;2.67;
2842;18;32;43.33;231.2;2.67;
2843;18;34;42.33;231.2;2.67;
2844;18;34;42.44;231.2;2.67;
2845;18;35;42.0;231.2;2.67;
2846;18;34;42.67;231.2;2.67;
2847;18;36;41.67;231.2;2.67;
2848;18;36;41.78;231.2;2.67;
2849;18;37;41.33;231.2;2.67;
2850;18;37;41.44;231.2;2.67;
2851;18;37;41.56;231.2;2.67;
2852;18;35;42.78;231.2;2.67;
2853;18;34;43.44;231.2;2.67;
2854;18;34;43.56;231.2;2.67;
2855;18;35;43.11;231.2;2.67;
2856;18;32;44.89;231.2;2.67;
2857;18;30;46.11;231.2;2.67;
2858;18;30;46.22;231.2;2.67;
2859;18;31;45.78;231.2;2.67;
2860;17;31;48.65;230.39;2.82;
2861;17;30;49.41;230.39;2.82;
2862;17;29;50.18;230.39;2.82;
2863;17;29;50.35;230.39;2.82;
2864;18;28;48.28;230.39;2.78;
2865;18;27;48.94;230.39;2.78;
2866;18;27;49.06;230.39;2.78;
2867;18;28;48.61;230.39;2.78;
2868;18;28;48.72;230.39;2.78;
2869;18;30;47.72;230.39;2.78;
2870;19;29;45.89;230.39;2.74;
2871;19;29;45.95;230.39;2.74;
2872;19;28;46.53;230.39;2.74;
2873;19;28;46.58;230.39;2.74;
2874;19;27;47.16;230.39;2.74;
2875;19;27;47.21;230.39;2.74;
2876;19;27;47.26;230.39;2.74;
2877;19;27;47.32;230.39;2.74;
2878;19;28;46.84;230.39;2.74;
2879;20;29;44.1;230.39;2.7;
2880;19;31;45.42;231.73;2.58;
2881;19;31;45.47;231.73;2.58;
2882;19;30;46.05;231.73;2.58;
2883;19;31;45.58;231.73;2.58;
2884;19;33;44.58;231.73;2.58;
2885;19;35;43.58;231.73;2.58;
2886;19;36;43.11;231.73;2.58;
2887;19;30;46.32;231.73;2.58;
2888;19;30;46.37;231.73;2.58;
2889;19;29;46.95;231.73;2.58;
2890;19;28;47.53;231.73;2.58;
2891;19;27;48.11;231.73;2.58;
2892;19;29;47.11;231.73;2.58;
2893;20;28;45.3;231.73;2.55;
2894;20;29;44.8;231.73;2.55;
2895;20;29;44.8;231.73;2.55;
2896;20;31;43.8;231.73;2.55;
2897;20;32;43.3;231.73;2.55;
2898;20;29;44.8;231.73;2.55;
2899;20;28;45.3;231.73;2.55;
2900;20;28;45.3;231.73;2.55;
2901;20;26;46.3;231.73;2.55;
2902;20;27;45.8;231.73;2.55;
2903;20;26;46.3;231.73;2.55;
2904;20;27;45.85;232.8;2.45;
2905;21;27;43.71;232.8;2.43;
2906;21;28;43.19;232.8;2.43;
2907;21;30;42.19;232.8;2.43;
2908;22;31;39.82;232.8;2.41;
2909;22;30;40.18;232.8;2.41;
2910;23;29;38.83;232.8;2.39;
2911;23;27;39.57;232.8;2.39;
2912;23;29;38.57;232.8;2.39;
2913;23;29;38.43;232.8;2.39;
2914;23;30;37.87;232.8;2.39;
2915;23;31;37.3;232.8;2.39;
2916;23;30;37.61;232.8;2.39;
2917;23;31;37.04;232.8;2.39;
2918;23;28;38.22;232.8;2.39;
2919;23;29;37.65;232.8;2.39;
2920;24;27;36.83;232.8;2.38;
2921;24;26;37.08;232.8;2.38;
2922;24;24;37.75;232.8;2.38;
2923;24;25;37.17;232.8;2.38;
2924;24;27;36.17;232.8;2.38;
2925;24;26;36.42;232.8;2.38;
2926;23;25;38.3;233.36;2.43;
2927;24;24;37.04;233.36;2.42;
2928;24;24;36.88;233.36;2.42;
2929;25;23;35.64;233.36;2.4;
2930;25;22;35.84;233.36;2.4;
2931;25;23;35.24;233.36;2.4;
2932;25;22;35.44;233.36;2.4;
2933;25;22;35.24;233.36;2.4;
2934;25;22;35.04;233.36;2.4;
2935;25;19;36.04;233.36;2.4;
2936;25;19;35.84;233.36;2.4;
2937;25;20;35.24;233.36;2.4;
2938;25;17;36.24;233.36;2.4;
2939;25;17;36.04;233.36;2.4;
2940;26;18;34.12;233.36;2.38;
2941;27;16;33.37;233.36;2.37;
2942;27;17;32.74;233.36;2.37;
2943;28;18;30.96;233.36;2.36;
2944;28;19;30.32;233.36;2.36;
2945;28;18;30.39;233.36;2.36;
2946;28;19;29.75;233.36;2.36;
2947;27;18;30.96;232.55;2.44;
2948;27;17;31.07;232.55;2.44;
2949;26;18;31.65;234.69;2.38;
2950;26;19;31.04;234.69;2.38;
2951;26;18;31.19;234.69;2.38;
2952;26;18;30.96;234.69;2.38;
2953;26;18;30.73;234.69;2.38;
2954;26;18;30.5;234.69;2.38;
2955;25;19;31.12;234.02;2.48;
2956;25;18;31.32;234.02;2.48;
2957;25;17;31.52;234.02;2.48;
2958;25;15;32.12;234.02;2.48;
2959;25;16;31.52;234.02;2.48;
2960;25;17;30.92;234.02;2.48;
2961;25;18;30.32;234.02;2.48;
2962;25;20;29.32;234.02;2.48;
2963;25;19;29.52;234.02;2.48;
2964;25;20;28.92;234.02;2.48;
2965;25;20;28.72;234.02;2.48;
2966;25;21;28.12;234.02;2.48;
2967;25;23;27.12;234.02;2.48;
2968;25;22;27.32;234.02;2.48;
2969;25;21;27.52;234.02;2.48;
2970;24;21;28.5;233.15;2.58;
2971;24;20;28.75;233.15;2.58;
2972;24;19;29.0;233.15;2.58;
2973;24;20;28.42;233.15;2.58;
2974;24;19;28.67;233.15;2.58;
2975;24;19;28.5;233.15;2.58;
2976;24;19;28.33;233.15;2.58;
2977;23;17;30.3;232.45;2.7;
2978;23;18;29.74;232.45;2.7;
2979;23;20;28.74;232.45;2.7;
2980;23;22;27.74;232.45;2.7;
2981;23;19;28.91;232.45;2.7;
2982;23;20;28.35;232.45;2.7;
2983;23;21;27.78;232.45;2.7;
2984;23;20;28.09;232.45;2.7;
2985;23;20;27.96;232.45;2.7;
2986;22;20;29.14;231.82;2.82;
2987;22;21;28.59;231.82;2.82;
2988;21;22;29.43;233.16;2.52;
2989;21;23;28.9;233.16;2.52;
2990;21;24;28.38;233.16;2.52;
2991;21;22;29.29;233.16;2.52;
2992;21;20;30.19;233.16;2.52;
2993;20;19;32.2;233.04;2.5;
2994;20;18;32.7;233.04;2.5;
2995;20;19;32.2;233.04;2.5;
2996;20;20;31.7;233.04;2.5;
2997;20;22;30.7;233.04;2.5;
